id,source,type_transaction,type_bien,gouvernorat,ville,prix_dt,prix_m2,surface_m2,nb_pieces,nb_chambres,nb_salles_bain,etage,ascenseur,parking,piscine,climatisation,chauffage_central,meuble
mubawab_8178286,mubawab,location,appartement,Tunis,,6000.0,20.0,300.0,3.0,3.0,,,False,True,True,False,False,False
mubawab_8409827,mubawab,location,appartement,Tunis,,1800.0,16.363636363636363,110.0,3.0,3.0,2.0,1éme étage,True,True,False,True,True,False
mubawab_8290424,mubawab,location,appartement,Tunis,,3200.0,29.09090909090909,110.0,2.0,2.0,,,False,True,False,False,False,True
mubawab_8094462,mubawab,location,appartement,Tunis,,7500.0,25.0,300.0,4.0,4.0,4.0,,True,True,True,True,True,True
mubawab_8296085,mubawab,location,appartement,Tunis,,3500.0,25.0,140.0,2.0,2.0,2.0,,True,True,False,True,True,True
mubawab_8366637,mubawab,location,appartement,Tunis,,2500.0,25.0,100.0,2.0,2.0,1.0,,False,True,False,True,False,True
mubawab_8409853,mubawab,location,appartement,Tunis,,2600.0,16.25,160.0,3.0,3.0,2.0,,False,True,True,True,True,False
mubawab_8415705,mubawab,location,appartement,Tunis,,3500.0,15.909090909090908,220.0,4.0,4.0,2.0,rdc,False,True,False,True,True,False
mubawab_8414091,mubawab,location,appartement,Tunis,,1400.0,14.0,100.0,2.0,2.0,1.0,7éme étage,False,False,False,True,True,True
mubawab_8401557,mubawab,location,appartement,Tunis,,2800.0,23.333333333333332,120.0,2.0,2.0,1.0,1er étage,False,True,False,True,True,False
mubawab_8057797,mubawab,location,appartement,Tunis,,3000.0,16.666666666666668,180.0,3.0,3.0,3.0,,False,True,False,False,False,False
mubawab_8026638,mubawab,location,appartement,Tunis,,2500.0,20.833333333333332,120.0,2.0,2.0,1.0,,True,True,False,True,True,False
mubawab_8378974,mubawab,location,appartement,Tunis,,3500.0,19.444444444444443,180.0,3.0,3.0,2.0,,True,True,False,True,True,False
mubawab_8383358,mubawab,location,appartement,Tunis,,3000.0,20.689655172413794,145.0,3.0,3.0,,,False,True,False,False,False,False
mubawab_8200155,mubawab,location,appartement,Tunis,,5400.0,25.11627906976744,215.0,3.0,3.0,,,False,True,False,False,False,True
mubawab_8413535,mubawab,location,appartement,Tunis,,2000.0,20.0,100.0,,3.0,1.0,,False,False,False,True,True,False
mubawab_8366967,mubawab,location,appartement,Tunis,,4500.0,18.0,250.0,,3.0,3.0,rez-de-chaussée,True,True,False,True,True,False
mubawab_8415420,mubawab,location,appartement,Tunis,,1600.0,17.77777777777778,90.0,2.0,3.0,1.0,6ème étage,True,True,False,True,True,False
mubawab_8415529,mubawab,location,appartement,Tunis,,5000.0,33.333333333333336,150.0,3.0,3.0,1.0,3ème étage,True,True,False,True,True,False
mubawab_8412085,mubawab,location,appartement,Tunis,,1900.0,29.23076923076923,65.0,1.0,1.0,1.0,,True,True,False,True,True,True
mubawab_8408330,mubawab,location,appartement,Tunis,,1500.0,13.636363636363637,110.0,2.0,2.0,1.0,1er étage,True,False,False,True,True,False
mubawab_8412862,mubawab,location,appartement,Tunis,,2800.0,31.11111111111111,90.0,2.0,2.0,1.0,,False,True,False,True,True,True
mubawab_8202536,mubawab,location,appartement,Tunis,,2200.0,19.130434782608695,115.0,2.0,2.0,1.0,,True,True,False,True,True,True
mubawab_8411140,mubawab,location,appartement,Tunis,,3500.0,26.923076923076923,130.0,2.0,2.0,2.0,,True,True,False,True,True,True
mubawab_8415460,mubawab,location,appartement,Tunis,,2900.0,24.166666666666668,120.0,2.0,2.0,2.0,,True,True,False,True,True,True
mubawab_8411246,mubawab,location,appartement,Tunis,,3800.0,19.0,200.0,3.0,3.0,3.0,,True,True,False,True,True,True
mubawab_8411950,mubawab,location,appartement,Tunis,,2600.0,14.444444444444445,180.0,3.0,3.0,2.0,,True,True,False,True,True,False
mubawab_8307915,mubawab,location,appartement,Tunis,,9500.0,36.25954198473283,262.0,4.0,4.0,5.0,,True,True,True,True,True,False
mubawab_8411127,mubawab,location,appartement,Tunis,,4500.0,28.125,160.0,2.0,2.0,2.0,,True,True,False,True,True,True
mubawab_8351290,mubawab,location,appartement,Tunis,,3000.0,21.428571428571427,140.0,4.0,4.0,1.0,1er étage,True,True,False,True,True,False
mubawab_8358720,mubawab,location,appartement,Tunis,,4000.0,20.0,200.0,3.0,3.0,3.0,,True,True,False,True,True,True
mubawab_8415474,mubawab,location,appartement,Tunis,,2900.0,14.5,200.0,,4.0,3.0,10ème étage,True,True,False,True,True,False
mubawab_8409972,mubawab,location,appartement,Tunis,,4000.0,20.0,200.0,3.0,3.0,4.0,,True,True,False,True,True,False
mubawab_8411115,mubawab,location,appartement,Tunis,,5500.0,22.916666666666668,240.0,3.0,3.0,4.0,,True,True,False,True,True,True
mubawab_8406361,mubawab,location,appartement,Tunis,,6500.0,21.666666666666668,300.0,4.0,4.0,2.0,,True,True,False,True,True,True
mubawab_8410292,mubawab,location,appartement,Tunis,,1700.0,11.333333333333334,150.0,3.0,3.0,2.0,,True,True,False,True,True,False
mubawab_8296138,mubawab,location,appartement,Tunis,,3500.0,29.166666666666668,120.0,2.0,2.0,1.0,,False,True,False,False,False,True
mubawab_8407894,mubawab,location,appartement,Tunis,,3300.0,16.5,200.0,3.0,3.0,2.0,,True,True,False,True,True,False
mubawab_8413355,mubawab,location,appartement,Tunis,,2300.0,38.333333333333336,60.0,1.0,1.0,1.0,,True,True,False,True,True,True
mubawab_8272301,mubawab,location,appartement,Tunis,,3000.0,23.076923076923077,130.0,2.0,2.0,1.0,,False,True,False,True,True,True
mubawab_8346270,mubawab,location,appartement,Tunis,,2100.0,35.0,60.0,1.0,1.0,1.0,3ème étage,True,False,False,True,True,True
mubawab_8409906,mubawab,location,appartement,Tunis,,4500.0,28.125,160.0,2.0,2.0,1.0,,False,True,False,True,True,True
mubawab_8376168,mubawab,location,appartement,Tunis,,1600.0,13.333333333333334,120.0,2.0,2.0,1.0,,False,False,False,False,True,True
mubawab_8413933,mubawab,location,appartement,Tunis,,3600.0,20.0,180.0,3.0,3.0,3.0,,True,True,False,True,True,True
mubawab_8387837,mubawab,location,appartement,Tunis,,1350.0,13.5,100.0,2.0,2.0,1.0,,True,True,False,True,True,False
mubawab_8405331,mubawab,location,appartement,Tunis,,1350.0,16.875,80.0,1.0,1.0,1.0,Rez de chaussée,False,False,False,True,True,True
mubawab_8401896,mubawab,location,appartement,Tunis,,1150.0,19.82758620689655,58.0,1.0,1.0,1.0,,True,False,False,True,True,True
mubawab_8413245,mubawab,location,appartement,Tunis,,2200.0,9.565217391304348,230.0,3.0,3.0,2.0,,False,False,False,False,False,False
mubawab_8373455,mubawab,location,appartement,Tunis,,2800.0,25.454545454545453,110.0,2.0,2.0,1.0,,False,True,False,True,True,True
mubawab_8411132,mubawab,location,appartement,Tunis,,4500.0,20.454545454545453,220.0,3.0,3.0,3.0,rez-de-chaussée,False,True,False,True,True,False
mubawab_8409282,mubawab,location,appartement,Tunis,,1100.0,22.0,50.0,1.0,1.0,1.0,,False,False,False,False,False,True
mubawab_8296006,mubawab,location,appartement,Tunis,,2500.0,13.88888888888889,180.0,3.0,3.0,1.0,,True,True,False,False,True,True
mubawab_8413508,mubawab,location,appartement,Tunis,,2400.0,12.631578947368421,190.0,3.0,3.0,1.0,,False,True,False,False,False,False
mubawab_8275991,mubawab,location,appartement,Tunis,,3800.0,19.0,200.0,3.0,3.0,,,False,True,False,False,False,False
mubawab_8410415,mubawab,location,appartement,Tunis,,2000.0,12.5,160.0,2.0,2.0,2.0,,True,False,False,False,True,True
mubawab_8415488,mubawab,location,appartement,Tunis,,1500.0,13.636363636363637,110.0,2.0,2.0,1.0,5éme étage,True,False,False,True,True,False
mubawab_8372980,mubawab,location,appartement,Tunis,,2800.0,14.0,200.0,3.0,3.0,2.0,,False,True,False,True,True,True
mubawab_8150554,mubawab,location,appartement,Tunis,,2300.0,11.5,200.0,,3.0,2.0,,False,True,False,False,True,False
mubawab_8391955,mubawab,location,appartement,Tunis,,3100.0,17.22222222222222,180.0,3.0,3.0,3.0,,True,True,False,True,True,False
mubawab_8415471,mubawab,location,appartement,Tunis,,2500.0,38.46153846153846,65.0,1.0,1.0,1.0,,False,True,False,False,False,True
mubawab_8402925,mubawab,location,appartement,Tunis,,2650.0,18.928571428571427,140.0,3.0,3.0,1.0,,False,True,False,True,True,False
mubawab_8298900,mubawab,location,appartement,Tunis,,2600.0,20.0,130.0,,2.0,2.0,2ème étage,True,False,False,True,True,True
mubawab_7994365,mubawab,location,appartement,Tunis,,3800.0,12.666666666666666,300.0,4.0,4.0,3.0,7ème étage,True,True,True,True,True,False
mubawab_8413225,mubawab,location,appartement,Tunis,,1950.0,32.5,60.0,1.0,1.0,1.0,,False,False,False,False,False,True
mubawab_8414687,mubawab,location,appartement,Tunis,,2100.0,14.0,150.0,3.0,3.0,2.0,Rez-de-chaussée,False,True,False,False,False,True
mubawab_8350643,mubawab,location,appartement,Tunis,,4500.0,25.0,180.0,3.0,3.0,2.0,,True,True,False,True,True,True
mubawab_8411143,mubawab,location,appartement,Tunis,,3000.0,20.54794520547945,146.0,3.0,3.0,3.0,,True,True,False,True,True,False
mubawab_8311607,mubawab,location,appartement,Tunis,,3900.0,13.0,300.0,3.0,3.0,2.0,,False,True,False,True,True,False
mubawab_8140825,mubawab,location,appartement,Tunis,,4500.0,16.304347826086957,276.0,3.0,3.0,3.0,,True,True,False,True,True,True
mubawab_8136547,mubawab,location,appartement,Tunis,,5000.0,17.857142857142858,280.0,3.0,3.0,4.0,Rez de chaussée,False,True,False,True,True,False
mubawab_8373090,mubawab,location,appartement,Tunis,,2000.0,13.793103448275861,145.0,3.0,3.0,3.0,,True,True,False,True,True,False
mubawab_8413986,mubawab,location,appartement,Tunis,,4750.0,38.306451612903224,124.0,,3.0,1.0,,False,False,False,False,True,False
mubawab_8393151,mubawab,location,appartement,Tunis,,2000.0,28.571428571428573,70.0,,1.0,1.0,,False,True,False,True,True,True
mubawab_8413547,mubawab,location,appartement,Tunis,,3000.0,30.0,100.0,3.0,3.0,1.0,,True,False,False,True,True,True
mubawab_8413219,mubawab,location,appartement,Tunis,,2600.0,13.0,200.0,3.0,3.0,1.0,,False,True,False,True,True,True
mubawab_8226115,mubawab,location,appartement,Tunis,,1200.0,20.0,60.0,,1.0,1.0,rez de chaussée,False,False,False,True,True,True
mubawab_8371188,mubawab,location,appartement,Tunis,,3000.0,20.0,150.0,3.0,3.0,2.0,,False,True,False,True,True,True
mubawab_8414207,mubawab,location,appartement,Tunis,,1600.0,12.307692307692308,130.0,2.0,2.0,1.0,,True,True,False,True,True,False
mubawab_8413502,mubawab,location,appartement,Tunis,,4500.0,20.454545454545453,220.0,3.0,3.0,3.0,,True,True,False,True,True,False
mubawab_8273684,mubawab,location,appartement,Tunis,,1150.0,23.0,50.0,0.0,1.0,1.0,,False,True,False,True,False,True
mubawab_8414468,mubawab,location,appartement,Tunis,,2000.0,16.129032258064516,124.0,3.0,3.0,1.0,1er étage,False,True,False,True,True,True
mubawab_8414120,mubawab,location,appartement,Tunis,,3200.0,17.77777777777778,180.0,3.0,3.0,3.0,,True,True,False,True,True,False
mubawab_8332663,mubawab,location,appartement,Tunis,,6000.0,33.333333333333336,180.0,3.0,3.0,3.0,,True,True,True,True,True,True
mubawab_8035360,mubawab,location,appartement,Tunis,,1600.0,20.0,80.0,1.0,2.0,1.0,RDC,True,True,False,True,True,True
mubawab_8034971,mubawab,location,appartement,Tunis,,2900.0,14.5,200.0,3.0,3.0,2.0,Rez de chaussée,False,True,False,True,True,True
mubawab_8331288,mubawab,location,appartement,Tunis,,5000.0,25.0,200.0,,3.0,3.0,,True,True,False,True,True,False
mubawab_8403639,mubawab,location,appartement,Tunis,,3500.0,16.27906976744186,215.0,3.0,3.0,3.0,,True,True,False,True,True,True
mubawab_8378591,mubawab,location,appartement,Tunis,,1400.0,23.333333333333332,60.0,1.0,1.0,1.0,rez-de-chaussée,True,False,False,True,True,True
mubawab_8252160,mubawab,location,appartement,Tunis,,4300.0,21.5,200.0,3.0,3.0,3.0,rez-de-chaussée,True,True,False,True,True,False
mubawab_8301669,mubawab,location,appartement,Tunis,,2700.0,16.875,160.0,3.0,3.0,3.0,,True,True,False,True,True,False
mubawab_8401466,mubawab,location,appartement,Tunis,,1350.0,11.25,120.0,3.0,3.0,1.0,5ème étage,True,False,False,True,True,False
mubawab_8414411,mubawab,location,appartement,Tunis,,5000.0,14.285714285714286,350.0,3.0,3.0,2.0,,False,True,False,True,True,False
mubawab_8396490,mubawab,location,appartement,Tunis,,2300.0,17.557251908396946,131.0,3.0,3.0,2.0,,True,False,False,True,True,True
mubawab_8100794,mubawab,location,appartement,Tunis,,3800.0,15.2,250.0,3.0,3.0,3.0,8ème étage,False,True,False,True,True,True
mubawab_8316912,mubawab,location,appartement,Tunis,,2800.0,17.5,160.0,3.0,3.0,2.0,,True,True,False,True,True,False
mubawab_8379855,mubawab,location,appartement,Tunis,,4000.0,14.285714285714286,280.0,,3.0,3.0,,False,True,False,True,True,True
mubawab_8414556,mubawab,location,appartement,Tunis,,3000.0,25.0,120.0,2.0,2.0,1.0,,True,True,False,True,True,True
tayara_6aa832da4e7f635a53a3bb5d,tayara,vente,appartement,Tunis,L Aouina,216000.0,3789.4736842105262,57.0,1.0,1.0,,,False,True,False,False,False,False
tayara_6aa8359d4e7f635a53a3bce7,tayara,location,appartement,Tunis,Lac 2,2600.0,,,3.0,1.0,,,False,True,False,False,False,False
tayara_6aa83609648d164e8b8a8dcd,tayara,location,appartement,Tunis,L Aouina,1600.0,,,1.0,1.0,,,False,False,False,False,False,True
tayara_6a646b6e4956ba003a479387,tayara,vente,appartement,Ariana,Ennasr,325000.0,,,3.0,3.0,150.0,4ème étage,True,True,False,True,False,False
tayara_6a8d264c763dd571facb324a,tayara,location,appartement,Tunis,L Aouina,1100.0,,,1.0,1.0,70.0,,True,False,False,False,True,False
tayara_6aa833a5648d164e8b8a8c4a,tayara,location,appartement,Tunis,L Aouina,1250.0,,,1.0,1.0,,,False,False,False,False,False,True
tayara_6aa834a14e7f635a53a3bc69,tayara,location,appartement,Tunis,L Aouina,1250.0,,,0.0,1.0,,,False,False,False,False,False,True
tayara_6aa830c44e7f635a53a3ba4a,tayara,location,appartement,Tunis,L Aouina,1200.0,,,1.0,1.0,,,False,True,False,False,False,False
tayara_69f36b516488a0d74743e073,tayara,vente,appartement,Ariana,Ghazela,508000.0,,,3.0,3.0,171.0,,False,False,False,False,False,False
tayara_6aa834794e7f635a53a3bc4b,tayara,vente,appartement,Tunis,L Aouina,245000.0,,,1.0,1.0,,,False,True,False,False,False,False
tayara_6a64b0477b31d9554f44b225,tayara,vente,appartement,Nabeul,Hammamet,245000.0,,,1.0,1.0,74.0,,True,True,True,False,False,False
tayara_6a69df5e04ad344114639799,tayara,location,appartement,Tunis,Tunis,1400.0,17.5,80.0,1.0,1.0,80.0,,True,True,False,False,True,True
tayara_6aa1c798f6b2a7cd2d7e8c13,tayara,vente,appartement,Nabeul,Soliman,175000.0,2302.6315789473683,76.0,,2.0,,1er étage,False,False,False,False,False,True
tayara_6aa831c54e7f635a53a3badf,tayara,location,appartement,Tunis,L Aouina,2300.0,,,3.0,2.0,,,False,True,False,False,False,True
tayara_6a91760033f4b02206bbd496,tayara,vente,appartement,Tunis,L Aouina,245000.0,,,3.0,3.0,102.0,,True,False,False,True,True,False
tayara_6aa83191648d164e8b8a8b1f,tayara,vente,appartement,Ariana,La Soukra,435000.0,3565.5737704918033,122.0,2.0,2.0,,,False,True,False,False,False,False
tayara_6aa83123648d164e8b8a8ad1,tayara,vente,appartement,Tunis,L Aouina,223000.0,,,1.0,1.0,60.0,,False,True,False,False,False,False
tayara_6a73309d6ef0e97a6c170330,tayara,vente,appartement,Tunis,Ain Zaghouen,239000.0,2133.9285714285716,112.0,2.0,1.0,112.0,,False,True,False,False,True,False
tayara_6aa83530648d164e8b8a8d31,tayara,location,appartement,Tunis,L Aouina,1200.0,,,1.0,1.0,,,False,False,False,False,False,False
tayara_69f366109ab1fd1e1095019f,tayara,vente,appartement,Ariana,Ghazela,350000.0,,,2.0,2.0,128.0,,False,True,False,False,False,False
tayara_6aa834884e7f635a53a3bc5a,tayara,location,appartement,Tunis,L Aouina,5500.0,,,4.0,1.0,,rez-de-chaussée,False,False,False,False,False,True
tayara_6aa40d86648d164e8b887cce,tayara,vente,appartement,Tunis,Jardins De Carthage,700000.0,,,2.0,2.0,158.0,,False,True,False,True,True,False
tayara_6aa830e2648d164e8b8a8aac,tayara,vente,appartement,Tunis,L Aouina,380000.0,4086.021505376344,93.0,2.0,1.0,1.0,,False,True,False,False,False,False
tayara_6aa831614e7f635a53a3baa6,tayara,vente,appartement,Tunis,L Aouina,300000.0,2325.5813953488373,129.0,2.0,2.0,,,True,True,False,False,False,False
tayara_6aa3f3a14e7f635a53a199e3,tayara,vente,appartement,Tunis,L Aouina,350000.0,3125.0,112.0,3.0,3.0,112.0,,False,True,False,False,False,False
tayara_6aa83095648d164e8b8a8a74,tayara,vente,appartement,Tunis,Tunis,240000.0,,,1.0,1.0,,,False,False,False,False,False,False
tayara_6aa831764e7f635a53a3bab5,tayara,vente,appartement,Tunis,L Aouina,225000.0,3629.032258064516,62.0,1.0,1.0,67.0,,False,False,False,False,False,False
tayara_6a08a8e0e853e69bec03401d,tayara,location,appartement,Tunis,Tunis,3000.0,,,4.0,4.0,160.0,1er étage,False,True,False,True,False,False
tayara_6aa03e22f6b2a7cd2d7daedf,tayara,location,appartement,Tunis,Lac 2,1900.0,,,1.0,1.0,65.0,,False,True,False,False,False,True
tayara_6a2d5105ec535ff6e1556655,tayara,vente,appartement,Nabeul,Hammamet,550000.0,,,3.0,3.0,212.0,Rez-de-Chaussée,False,True,True,False,False,False
tayara_6a92d28233f4b02206bc6991,tayara,location,appartement,Ariana,Ghazela,2000.0,,,3.0,2.0,240.0,rez-de-chaussée,False,True,False,False,False,False
tayara_6aa830fa4e7f635a53a3ba70,tayara,location,appartement,Tunis,L Aouina,1000.0,,,1.0,1.0,70.0,,False,False,False,False,False,True
tayara_6aa8356c648d164e8b8a8d52,tayara,vente,appartement,Tunis,L Aouina,205000.0,2808.219178082192,73.0,1.0,1.0,,,False,False,False,False,False,False
tayara_6aa8364e648d164e8b8a8df5,tayara,vente,appartement,Tunis,L Aouina,380000.0,,,2.0,1.0,,,False,True,False,False,False,False
tayara_6a4b6f3d4956ba003a3a51cb,tayara,vente,appartement,Ariana,Cite Ennkhilet,225000.0,,,2.0,2.0,0.0,RDC,False,False,False,False,True,False
tayara_6aa835fa648d164e8b8a8dc4,tayara,vente,appartement,Tunis,L Aouina,165000.0,2661.2903225806454,62.0,1.0,1.0,62.0,6éme étage,True,False,False,False,False,False
tayara_6aa8365e648d164e8b8a8dfe,tayara,vente,appartement,Tunis,L Aouina,255600.0,3561.8729096989964,71.76,1.0,1.0,,,False,True,False,False,False,False
tayara_6a870c00374b022e6dcdc655,tayara,location,appartement,Tunis,Jardins De Carthage,1100.0,,,1.0,1.0,70.0,,True,False,False,False,False,False
tayara_6aa8351b4e7f635a53a3bca6,tayara,vente,appartement,Tunis,L Aouina,186333.0,4440.729265967588,41.96,1.0,1.0,42.0,,False,True,False,False,False,False
tayara_6aa82f774e7f635a53a3b986,tayara,vente,appartement,Ariana,Chotrana,475000.0,2398.989898989899,198.0,2.0,198.0,,,False,True,False,False,False,False
tayara_6aa830584e7f635a53a3ba10,tayara,vente,appartement,Ariana,Chotrana 1,430000.0,3944.954128440367,109.0,2.0,2.0,,,False,True,False,False,False,False
tayara_6aa82f0d648d164e8b8a8980,tayara,vente,appartement,Tunis,L Aouina,215000.0,2792.2077922077924,77.0,1.0,1.0,57.0,,False,True,False,False,False,False
tayara_6aa830164e7f635a53a3b9ec,tayara,vente,appartement,Tunis,Tunis,320000.0,,,0.0,1.0,,,False,True,False,False,False,False
tayara_6aa82e714e7f635a53a3b8da,tayara,vente,appartement,Ariana,La Soukra,435000.0,3565.5737704918033,122.0,2.0,2.0,,,False,True,False,False,False,False
tayara_6aa82f66648d164e8b8a89b7,tayara,vente,appartement,Tunis,L Aouina,225000.0,,,2.0,2.0,,,True,False,False,False,False,False
tayara_6aa82ee34e7f635a53a3b923,tayara,vente,appartement,Tunis,L Aouina,230000.0,5481.41086749285,41.96,1.0,1.0,48.0,,False,True,False,False,False,False
tayara_6aa82f90648d164e8b8a89cc,tayara,vente,appartement,Tunis,L Aouina,297000.0,2883.4951456310678,103.0,1.0,1.0,,,False,False,False,False,False,False
tayara_6aa82f484e7f635a53a3b96c,tayara,vente,appartement,Tunis,L Aouina,219000.0,4055.5555555555557,54.0,1.0,1.0,54.0,,False,False,False,False,False,False
tayara_6aa82e974e7f635a53a3b8f4,tayara,vente,appartement,Tunis,Tunis,253000.0,3465.753424657534,73.0,1.0,1.0,,1er étage,True,True,False,True,True,False
tayara_685c3a5a94cd0376dccd854d,tayara,vente,appartement,Monastir,Monastir,105000.0,,,2.0,1.0,90.0,3ème étage,True,False,False,False,False,False
tayara_6aa830024e7f635a53a3b9e1,tayara,vente,appartement,Ariana,Chotrana,240000.0,4444.444444444444,54.0,1.0,1.0,,,False,False,False,False,False,False
tayara_6aa82e344e7f635a53a3b8b3,tayara,vente,appartement,Ariana,Chotrana,258000.0,,,1.0,1.0,,,False,True,False,False,False,False
tayara_6aa82f33648d164e8b8a8995,tayara,vente,appartement,Ariana,Chotrana 2,760000.0,5846.153846153846,130.0,3.0,3.0,,,False,True,True,False,False,False
tayara_6aa82fea648d164e8b8a8a02,tayara,vente,appartement,Tunis,L Aouina,205000.0,4218.106995884774,48.6,1.0,1.0,,1er étage,False,False,False,True,True,False
tayara_6aa82ca04e7f635a53a3b7b6,tayara,vente,appartement,Tunis,L Aouina,425000.0,,,3.0,3.0,,,False,False,False,False,False,False
tayara_6a46fa2d42ac9a3b7d1fb7e2,tayara,vente,appartement,Ariana,Cit Ennasr 2,630000.0,4038.4615384615386,156.0,4.0,3.0,156.0,,False,False,False,False,False,False
tayara_6aa82dde4e7f635a53a3b87c,tayara,vente,appartement,Tunis,La Marsa,570000.0,3257.1428571428573,175.0,3.0,3.0,,,False,True,False,False,False,False
tayara_6aa82d79648d164e8b8a8858,tayara,vente,appartement,Tunis,L Aouina,375000.0,4110.489970404472,91.23,2.0,2.0,,,False,True,False,False,False,False
tayara_6a46f79642ac9a3b7d1fb73a,tayara,vente,appartement,Ariana,Cit Ennasr 2,530000.0,3758.8652482269504,141.0,3.0,2.0,141.0,1er étage,False,True,False,True,True,False
tayara_69d4f647b9d5257b5a8894a6,tayara,vente,appartement,Sousse,Khzema,325000.0,3869.0476190476193,84.0,2.0,1.0,84.0,,True,False,False,False,False,False
tayara_6a9705dbb6ae14216f5d61ea,tayara,location,appartement,Tunis,Lac 2,2800.0,,,3.0,3.0,1.0,,False,True,False,True,True,True
tayara_6aa8231f648d164e8b8a8213,tayara,vente,appartement,Sousse,Sahloul,450000.0,2866.2420382165606,157.0,3.0,2.0,157.0,,False,True,False,False,False,False
tayara_6aa827f44e7f635a53a3b499,tayara,vente,appartement,Tunis,L Aouina,290000.0,2164.179104477612,134.0,2.0,2.0,134.0,RDC,False,True,False,False,False,False
tayara_6a6a2ff004ad34411463d79b,tayara,location,appartement,Sousse,Khzema,1000.0,,,2.0,1.0,100.0,,False,False,False,False,True,False
tayara_6aa82da84e7f635a53a3b85b,tayara,vente,appartement,Tunis,L Aouina,340000.0,4393.900232618248,77.38,2.0,2.0,,,False,False,False,False,False,False
tayara_6a841aad374b022e6dcc00ea,tayara,location,appartement,Tunis,Gammarth,8500.0,,,3.0,3.0,150.0,rez-de-chaussée,False,True,True,False,False,True
tayara_6a302a6814106929dedc5938,tayara,vente,appartement,Sousse,Sahloul,295000.0,4538.461538461538,65.0,1.0,1.0,65.0,5éme étage,True,True,False,False,False,False
tayara_6aa82dd84e7f635a53a3b878,tayara,vente,appartement,Tunis,Ain Zaghouen,210000.0,2916.6666666666665,72.0,1.0,1.0,,1er étage,False,False,False,False,False,False
tayara_6a219259a849fd3c0e13acfe,tayara,location,appartement,Tunis,Lac 2,9000.0,,,9.0,8.0,700.0,,False,True,False,False,False,False
tayara_69a94bc644d2819959549c1c,tayara,location,appartement,Sousse,Sahloul,1100.0,,,1.0,1.0,75.0,,True,True,False,True,True,False
tayara_6a97070fb6ae14216f5d62cf,tayara,location,appartement,Tunis,Ain Zaghouan Nord,1500.0,,,2.0,1.0,2.0,,False,True,False,False,False,True
tayara_6aa82e1e4e7f635a53a3b8a8,tayara,vente,appartement,Tunis,L Aouina,245000.0,4622.641509433963,53.0,1.0,1.0,,,False,False,False,False,False,False
tayara_6aa82dc34e7f635a53a3b870,tayara,vente,appartement,Tunis,L Aouina,217000.0,4492.753623188406,48.3,1.0,1.0,48.0,,False,True,False,False,False,False
tayara_6aa82e07648d164e8b8a88b2,tayara,vente,appartement,Tunis,L Aouina,280000.0,,,3.0,2.0,,,False,False,False,False,False,False
tayara_6aa82ace4e7f635a53a3b690,tayara,location,appartement,Ariana,Cit Ennasr 2,1600.0,,,4.0,4.0,120.0,1er étage,True,True,False,True,True,False
tayara_6aa82d8f4e7f635a53a3b84b,tayara,vente,appartement,Tunis,L Aouina,350000.0,3571.4285714285716,98.0,2.0,2.0,98.0,,False,True,False,False,False,False
tayara_6aa41aaa648d164e8b88863a,tayara,location,appartement,Tunis,Lac 2,2800.0,,,2.0,2.0,2.0,,False,True,False,True,True,True
tayara_6aa82d50648d164e8b8a883d,tayara,vente,appartement,Tunis,L Aouina,195000.0,2708.3333333333335,72.0,1.0,1.0,,,False,False,False,False,False,False
tayara_6a95571833f4b02206bd5b62,tayara,location,appartement,Tunis,Jardins De Carthage,1600.0,,,1.0,1.0,,,False,True,False,True,True,False
tayara_6aa8082d648d164e8b8a70d3,tayara,location,appartement,Tunis,Menzah,1550.0,,,3.0,2.0,130.0,,False,True,False,True,True,False
tayara_6aa817f64e7f635a53a3aa81,tayara,location,appartement,Tunis,Ain Zaghouan Nord,1700.0,,,2.0,1.0,85.0,,False,False,False,False,True,True
tayara_6aa81f7a648d164e8b8a7fd1,tayara,location,appartement,Ben Arous,Ezzahra,1400.0,,,3.0,3.0,125.0,,True,True,False,False,True,False
tayara_6aa80886648d164e8b8a7105,tayara,location,appartement,Ariana,Cit Ennasr 2,1650.0,30.0,55.0,2.0,1.0,100.0,rez-de-chaussée,False,True,False,True,True,False
tayara_6a90089c33f4b02206bb34c7,tayara,vente,appartement,Sousse,Hergla,675000.0,,,3.0,3.0,138.0,rez-de-chaussée,False,True,True,True,False,False
tayara_6aa80fc54e7f635a53a3a4ca,tayara,vente,appartement,Tunis,Ain Zaghouen,330000.0,,,2.0,2.0,120.0,,True,True,False,False,True,False
tayara_6aa81e6b648d164e8b8a7f10,tayara,location,appartement,Tunis,Mutuelleville,1400.0,,,,1.0,70.0,,False,False,False,False,False,True
tayara_69f1c7fc6488a0d747431c6f,tayara,location,appartement,Tunis,L Aouina,1350.0,,,2.0,1.0,90.0,,False,False,False,True,True,True
tayara_6aa80d364e7f635a53a3a32b,tayara,vente,appartement,Ariana,Raoued,260000.0,3095.2380952380954,84.0,3.0,3.0,97.0,,False,False,False,False,True,False
tayara_6aa80c2a4e7f635a53a3a269,tayara,location,appartement,Tunis,Bellevue,1000.0,,,1.0,1.0,80.0,,False,False,False,False,False,False
tayara_6a997b6133f4b02206bf7b32,tayara,location,appartement,Tunis,Ain Zaghouan Nord,2300.0,,,3.0,3.0,,,False,True,False,False,True,False
tayara_6aa81230648d164e8b8a774a,tayara,location,appartement,Tunis,L Aouina,1200.0,,,2.0,1.0,120.0,2éme étage,True,False,False,False,False,False
